issue_id,timestamp,category,description,municipality,district,state,age_group,gender,origin,description_length,description_words,has_verkehr_keywords,has_bildung_keywords,has_umwelt_keywords,has_gesundheit_keywords,hour,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,is_business_hours,is_morning,is_afternoon
ISS_20250613034046_1266,2023-02-21 08:49:00,Migration,Die Sprachkurse für Migranten in unserer Gemeinde sind völlig überfüllt und es gibt monatelange Wartelisten. Meine Nachbarin wartet seit einem halben Jahr auf einen Platz und kann deshalb nicht richtig Deutsch lernen oder arbeiten.,Stockheim,Gemeinde,Bayern,35-44,female,citizen,231,34,False,False,False,False,8,1,21,8,2,1,False,True,True,False
ISS_20250613034124_8939,2025-05-31 02:07:00,Migration,"Die Bearbeitung meines Aufenthaltstitels dauert bereits über sechs Monate, obwohl alle Unterlagen vollständig eingereicht wurden. Meine Familie und ich sind dadurch in großer Unsicherheit bezüglich unserer beruflichen und privaten Planung.",Klipphausen,Gemeinde,Sachsen,35-44,male,migrant_non_eu,239,30,False,False,False,False,2,5,31,22,5,2,True,False,False,False
ISS_20250613033732_3626,2024-01-17 11:50:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung für meine Schwiegertochter aus der Ukraine dauert bereits acht Monate. Andere Gemeinden schaffen das in wenigen Wochen - warum ist das hier so kompliziert und langwierig?,Tiefenbach,Gemeinde,Bayern,55-64,female,citizen,229,32,False,False,False,False,11,2,17,3,1,1,False,True,True,False
ISS_20250613034053_4922,2023-01-03 13:19:00,Digitalisierung,Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - man kann keine Termine auswählen und bekommt ständig Fehlermeldungen. Für einfache Behördengänge muss man jetzt wieder persönlich vorbeikommen und lange warten.,Inzell,Gemeinde,Bayern,45-54,male,citizen,245,32,False,False,False,False,13,1,3,1,1,1,False,True,False,True
ISS_20250613033915_2395,2024-12-23 07:18:00,Sicherheit,"Am Busbahnhof fehlt seit Monaten die Beleuchtung, wodurch es abends sehr dunkel und unheimlich ist. Besonders für uns Frauen ist das ein großes Sicherheitsrisiko - wir trauen uns kaum noch alleine zum Bus.",Kößlarn,Gemeinde,Bayern,45-54,female,citizen,205,33,True,False,False,False,7,0,23,52,12,4,False,False,True,False
ISS_20250613034114_6284,2023-01-20 06:45:00,Wirtschaft,Die Gewerbesteuer für kleine Betriebe in Elsteraue ist viel zu hoch im Vergleich zu den Nachbargemeinden. Dadurch wandern Unternehmen ab und wir verlieren Arbeitsplätze - das schadet unserer ganzen Region wirtschaftlich.,Elsteraue,Gemeinde,Sachsen-Anhalt,45-54,male,citizen,220,31,False,False,False,False,6,4,20,3,1,1,False,False,True,False
ISS_20250613034116_7673,2023-11-22 09:44:00,Verkehr,"Die Bushaltestelle an der Marktstraße hat kein Wartehäuschen und bei Regen stehen wir alle im Wasser. Besonders für ältere Leute wie mich ist das ein Problem, wenn der Bus mal wieder Verspätung hat.",Lauterhofen,Gemeinde,Bayern,55-64,male,migrant_eu,198,33,True,False,False,False,9,2,22,47,11,4,False,True,True,False
ISS_20250613033813_6063,2024-06-28 13:59:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat kein Wartehäuschen und bei Regen stehen wir völlig im Nassen. Außerdem kommt der Bus morgens oft 10-15 Minuten zu spät, wodurch ich regelmäßig zu spät zur Arbeit komme.",Dahlem,Gemeinde,Niedersachsen,25-34,female,migrant_eu,209,34,True,False,False,False,13,4,28,26,6,2,False,True,False,True
ISS_20250613034046_5436,2024-06-25 04:19:00,Umwelt,"Die Straßenbeleuchtung in der Kirchstraße ist seit drei Wochen defekt, wodurch der Gehweg abends völlig dunkel ist. Als berufstätige Mutter fühle ich mich unsicher, wenn ich spät von der Arbeit nach Hause laufe.",Illingen,Gemeinde,Saarland,45-54,female,citizen,211,33,True,False,False,False,4,1,25,26,6,2,False,False,False,False
ISS_20250613033858_3899,2025-06-02 07:34:00,Sicherheit,"Die Straßenbeleuchtung in der Beeskower Straße ist seit Wochen kaputt, wodurch der Gehweg abends völlig dunkel ist. Als Frau fühle ich mich dort sehr unsicher und musste bereits mehrmals große Umwege gehen.",Storkow (Mark),Stadt,Brandenburg,45-54,female,citizen,206,32,True,False,False,False,7,0,2,23,6,2,False,False,True,False
ISS_20250613034244_5661,2024-01-06 11:27:00,Gesundheit,"Die Wartezeit beim Gesundheitsamt für einen Impftermin beträgt über drei Wochen, obwohl es sich um eine dringende Reiseimpfung handelt. Können Sie nicht mehr Personal einstellen oder die Termine besser organisieren?",Bremerhaven,Stadt,Bremen,25-34,male,citizen,215,30,False,False,False,False,11,5,6,1,1,1,True,True,True,False
ISS_20250613034114_1654,2023-07-01 09:12:00,Migration,"""Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits acht Monate ohne jede Rückmeldung. Meine Frau wartet in der Heimat und wir brauchen endlich eine Antwort oder wenigstens Informationen zum aktuellen Stand.""",Neubulach,Stadt,Baden-Württemberg,25-34,male,citizen,231,31,False,False,False,False,9,5,1,26,7,3,True,True,True,False
ISS_20250613034135_7888,2025-02-03 14:05:00,Bildung,"Die Turnhalle der Grundschule am Rosenberg ist seit drei Monaten wegen Wasserschäden gesperrt. Mein Sohn hat seitdem keinen Sportunterricht mehr und die Kinder müssen bei jedem Wetter draußen spielen, was nicht akzeptabel ist.",Brühl,Stadt,Nordrhein-Westfalen,35-44,male,citizen,226,33,False,True,False,False,14,0,3,6,2,1,False,True,False,True
ISS_20250613033814_6713,2025-05-27 14:51:00,Umwelt,Die Mülleimer im Wald bei den Wanderwegen sind seit Wochen überfüllt und der Müll liegt überall verstreut. Wildtiere wühlen darin und es stinkt fürchterlich - das schadet unserem schönen Naturgebiet und den Touristen fällt das auch negativ auf.,Elmstein,Gemeinde,Rheinland-Pfalz,25-34,female,citizen,244,38,False,False,True,False,14,1,27,22,5,2,False,True,False,True
ISS_20250613034159_3295,2024-07-07 11:39:00,Digitalisierung,Das Online-Portal der Gemeinde ist seit Tagen nicht erreichbar und ich kann meinen Antrag für den neuen Personalausweis nicht stellen. Warum funktioniert die Digitalisierung hier nie richtig und wann wird das endlich behoben?,Neverin,Gemeinde,Mecklenburg-Vorpommern,45-54,female,citizen,225,33,False,False,False,False,11,6,7,27,7,3,True,True,True,False
ISS_20250613034235_2671,2023-07-03 09:43:00,Gesundheit,"Die Wartezeit beim Hausarzt in Oppach beträgt mittlerweile über drei Wochen für einen Termin. Als Berufstätiger ist das unzumutbar, besonders wenn man akute Beschwerden hat und nicht extra nach Bautzen oder Löbau fahren kann.",Oppach,Gemeinde,Sachsen,45-54,male,citizen,225,34,False,False,False,True,9,0,3,27,7,3,False,True,True,False
ISS_20250613034159_3966,2023-10-23 06:22:00,Verkehr,"Die Bushaltestelle am Marktplatz hat kein Wartehäuschen und bei Regen stehen wir alle komplett im Nassen. Außerdem kommt der Bus zur Berufsschule morgens oft 10 Minuten zu spät, wodurch ich schon mehrmals den Anschluss verpasst habe.",Gräfenhainichen,Stadt,Sachsen-Anhalt,18-24,female,citizen,233,36,True,True,False,False,6,0,23,43,10,4,False,False,True,False
ISS_20250613034113_6189,2025-06-13 07:37:00,Wirtschaft,"Die Gewerbeanmeldung für meinen kleinen Handwerksbetrieb dauert bereits seit drei Monaten, obwohl alle Unterlagen vollständig eingereicht wurden. Ohne die Genehmigung kann ich nicht arbeiten und verliere täglich Kunden an die Konkurrenz.",Anderlingen,Gemeinde,Niedersachsen,35-44,male,citizen,237,31,False,False,False,False,7,4,13,24,6,2,False,False,True,False
